id,source_id,target_id,relation_type,status,description,evidence,owner,last_verified_at,notes
REL-RELAUD-006,SOAR-TOOL-OPERATOR-UNBLOCK-PACKET-CHECK,SOAR-TEST-RELEASE-AUDIT-TOOLING,verified_by,verified_local,Operator packet validator is covered by focused packet tests and release gate checks.,scripts/checkOperatorUnblockPacket.test.mjs,QA,2026-05-24,
REL-RELAUD-007,SOAR-TOOL-REUSABLE-AUDIT-CHECKERS,SOAR-TEST-RELEASE-AUDIT-TOOLING,verified_by,verified_local,Reusable audit validators are covered by aggregate audit verification and resolver tests.,history/tasks/reusable-audit-history-path-resolver-2026-05-24-task.md,QA,2026-05-24,
REL-RELAUD-008,SOAR-TEST-RELEASE-AUDIT-TOOLING,SOAR-TOOL-REPOSITORY-PATH-RESOLVER,verifies,verified_local,Resolver tests cover docs fallback and history path support.,scripts/resolveRepositoryPath.test.mjs,QA,2026-05-24,
REL-RELAUD-009,SOAR-FEATURE-RELEASE-AUDIT-TOOLING,SOAR-DOC-TESTING,documented_by,verified_local,Testing docs and task evidence define validation commands for release audit tooling.,docs/engineering/testing.md,Documentation,2026-05-24,
REL-RELAUD-010,SOAR-WORKFLOW-RELEASE-AUDIT-TOOLING-CHAIN,SOAR-FEATURE-RELEASE-AUDIT-TOOLING,documents_chain,verified_local,Workflow node records the release audit tooling execution chain.,docs/architecture/chains/CHAIN-RELEASE-AUDIT-TOOLING.md,Documentation,2026-05-24,
REL-SUBADMIN-001,SOAR-FEATURE-SUBSCRIPTIONS-ADMIN,SOAR-PAGE-ADMIN-SUBSCRIPTIONS,has_entrypoint,verified_local,Subscriptions/Admin exposes a canonical admin subscription plan route.,apps/web/src/app/admin/subscriptions/page.tsx,Frontend,2026-05-24,
REL-SUBADMIN-002,SOAR-FEATURE-SUBSCRIPTIONS-ADMIN,SOAR-PAGE-ADMIN-USERS,has_entrypoint,verified_local,Subscriptions/Admin exposes a canonical admin users route.,apps/web/src/app/admin/users/page.tsx,Frontend,2026-05-24,
REL-SUBADMIN-003,SOAR-PAGE-ADMIN-ROOT,SOAR-PAGE-ADMIN-SUBSCRIPTIONS,redirects_to,verified_local,Admin root redirects to subscription plan management.,apps/web/src/app/admin/page.tsx,Frontend,2026-05-24,
REL-SUBADMIN-004,SOAR-PAGE-ADMIN-SUBSCRIPTIONS,SOAR-COMP-ADMIN-LAYOUT-SHELL,renders_with,verified_local,Admin subscriptions route is wrapped by the admin layout shell.,apps/web/src/app/admin/layout.tsx,Frontend,2026-05-24,
REL-SUBADMIN-005,SOAR-PAGE-ADMIN-USERS,SOAR-COMP-ADMIN-LAYOUT-SHELL,renders_with,verified_local,Admin users route is wrapped by the admin layout shell.,apps/web/src/app/admin/layout.tsx,Frontend,2026-05-24,
REL-SUBADMIN-006,SOAR-PAGE-ADMIN-SUBSCRIPTIONS,SOAR-COMP-ADMIN-SUBSCRIPTIONS-PAGE,renders,verified_local,Admin subscriptions route renders AdminSubscriptionsPage.,apps/web/src/app/admin/subscriptions/page.tsx,Frontend,2026-05-24,
REL-SUBADMIN-007,SOAR-COMP-ADMIN-SUBSCRIPTIONS-PAGE,SOAR-SERVICE-WEB-ADMIN-SUBSCRIPTIONS,calls,verified_local,AdminSubscriptionsPage calls the frontend admin subscription plan service.,apps/web/src/features/admin/subscriptions/pages/AdminSubscriptionsPage.tsx,Frontend,2026-05-24,
REL-SUBADMIN-008,SOAR-SERVICE-WEB-ADMIN-SUBSCRIPTIONS,SOAR-API-ADMIN-SUBSCRIPTION-PLANS-LIST,calls,verified_local,Frontend admin subscription service lists plans through the admin API.,apps/web/src/features/admin/subscriptions/services/adminSubscriptionPlan.service.ts,Frontend,2026-05-24,
REL-SUBADMIN-009,SOAR-SERVICE-WEB-ADMIN-SUBSCRIPTIONS,SOAR-API-ADMIN-SUBSCRIPTION-PLAN-UPDATE,calls,verified_local,Frontend admin subscription service updates plans through the admin API.,apps/web/src/features/admin/subscriptions/services/adminSubscriptionPlan.service.ts,Frontend,2026-05-24,
REL-SUBADMIN-010,SOAR-API-ADMIN-SUBSCRIPTION-PLANS-LIST,SOAR-CONTROLLER-ADMIN-SUBSCRIPTION-PLANS,routes_to,verified_local,Admin subscription plans list route is handled by the controller.,apps/api/src/modules/admin/subscriptionPlans/subscriptionPlans.routes.ts,Backend,2026-05-24,
REL-SUBADMIN-011,SOAR-API-ADMIN-SUBSCRIPTION-PLAN-UPDATE,SOAR-CONTROLLER-ADMIN-SUBSCRIPTION-PLANS,routes_to,verified_local,Admin subscription plan update route is handled by the controller.,apps/api/src/modules/admin/subscriptionPlans/subscriptionPlans.routes.ts,Backend,2026-05-24,
REL-SUBADMIN-012,SOAR-CONTROLLER-ADMIN-SUBSCRIPTION-PLANS,SOAR-TYPES-ADMIN-SUBSCRIPTION-PLANS,validates_with,verified_local,Admin subscription plan controller validates update payloads with plan schemas.,apps/api/src/modules/admin/subscriptionPlans/subscriptionPlans.controller.ts,Backend,2026-05-24,
REL-SUBADMIN-013,SOAR-CONTROLLER-ADMIN-SUBSCRIPTION-PLANS,SOAR-SERVICE-ADMIN-SUBSCRIPTION-PLANS,calls,verified_local,Admin subscription plan controller delegates catalog reads and updates to the service.,apps/api/src/modules/admin/subscriptionPlans/subscriptionPlans.controller.ts,Backend,2026-05-24,
REL-SUBADMIN-014,SOAR-SERVICE-ADMIN-SUBSCRIPTION-PLANS,SOAR-SERVICE-SUBSCRIPTIONS,uses,verified_local,Admin subscription plan service uses subscription catalog bootstrap and assignment semantics.,apps/api/src/modules/admin/subscriptionPlans/subscriptionPlans.service.ts,Backend,2026-05-24,
REL-SUBADMIN-015,SOAR-TYPES-ADMIN-SUBSCRIPTION-PLANS,SOAR-SERVICE-SUBSCRIPTION-ENTITLEMENTS,depends_on,verified_local,Admin plan schemas depend on the subscription entitlement contract.,apps/api/src/modules/admin/subscriptionPlans/subscriptionPlans.types.ts,Backend,2026-05-24,
REL-SUBADMIN-016,SOAR-SERVICE-ADMIN-SUBSCRIPTION-PLANS,SOAR-DB-SUBSCRIPTION-PLAN,reads_writes,verified_local,Admin subscription plan service reads and updates SubscriptionPlan rows.,apps/api/src/modules/admin/subscriptionPlans/subscriptionPlans.service.ts,Backend,2026-05-24,
REL-SUBADMIN-017,SOAR-PAGE-ADMIN-USERS,SOAR-COMP-ADMIN-USERS-PAGE,renders,verified_local,Admin users route renders AdminUsersPage.,apps/web/src/app/admin/users/page.tsx,Frontend,2026-05-24,
REL-SUBADMIN-018,SOAR-COMP-ADMIN-USERS-PAGE,SOAR-SERVICE-WEB-ADMIN-USERS,calls,verified_local,AdminUsersPage calls the frontend admin users service.,apps/web/src/features/admin/users/pages/AdminUsersPage.tsx,Frontend,2026-05-24,
REL-SUBADMIN-019,SOAR-SERVICE-WEB-ADMIN-USERS,SOAR-API-ADMIN-USERS-LIST,calls,verified_local,Frontend admin users service lists users through the admin API.,apps/web/src/features/admin/users/services/adminUsers.service.ts,Frontend,2026-05-24,
REL-SUBADMIN-020,SOAR-SERVICE-WEB-ADMIN-USERS,SOAR-API-ADMIN-USERS-UPDATE,calls,verified_local,Frontend admin users service mutates role and plan assignment through the admin API.,apps/web/src/features/admin/users/services/adminUsers.service.ts,Frontend,2026-05-24,
REL-SUBADMIN-021,SOAR-API-ADMIN-USERS-LIST,SOAR-CONTROLLER-ADMIN-USERS,routes_to,verified_local,Admin users list route is handled by users controller.,apps/api/src/modules/admin/users/users.routes.ts,Backend,2026-05-24,
REL-SUBADMIN-022,SOAR-API-ADMIN-USERS-UPDATE,SOAR-CONTROLLER-ADMIN-USERS,routes_to,verified_local,Admin users update route is handled by users controller.,apps/api/src/modules/admin/users/users.routes.ts,Backend,2026-05-24,
REL-SUBADMIN-023,SOAR-CONTROLLER-ADMIN-USERS,SOAR-TYPES-ADMIN-USERS,validates_with,verified_local,Admin users controller validates list and update payloads with users schemas.,apps/api/src/modules/admin/users/users.controller.ts,Backend,2026-05-24,
REL-SUBADMIN-024,SOAR-CONTROLLER-ADMIN-USERS,SOAR-SERVICE-ADMIN-USERS,calls,verified_local,Admin users controller delegates list and mutation behavior to the users service.,apps/api/src/modules/admin/users/users.controller.ts,Backend,2026-05-24,
REL-SUBADMIN-025,SOAR-SERVICE-ADMIN-USERS,SOAR-SERVICE-SUBSCRIPTIONS,uses,verified_local,Admin users service uses subscriptions service for plan assignment state.,apps/api/src/modules/admin/users/users.service.ts,Backend,2026-05-24,
REL-SUBADMIN-026,SOAR-SERVICE-ADMIN-USERS,SOAR-DB-USER,reads_writes,verified_local,Admin users service reads and mutates User role data with guard rules.,apps/api/src/modules/admin/users/users.service.ts,Backend,2026-05-24,
REL-SUBADMIN-027,SOAR-SERVICE-ADMIN-USERS,SOAR-DB-USER-SUBSCRIPTION,reads_writes,verified_local,Admin users service reads and writes UserSubscription assignment rows.,apps/api/src/modules/admin/users/users.service.ts,Backend,2026-05-24,
REL-SUBADMIN-028,SOAR-COMP-PROFILE-SUBSCRIPTION,SOAR-SERVICE-WEB-PROFILE-SUBSCRIPTION,calls,verified_local,Profile subscription component calls the frontend subscription service.,apps/web/src/features/profile/components/Subscription.tsx,Frontend,2026-05-24,
REL-SUBADMIN-029,SOAR-SERVICE-WEB-PROFILE-SUBSCRIPTION,SOAR-API-PROFILE-SUBSCRIPTION-GET,calls,verified_local,Profile subscription service reads current subscription through profile API.,apps/web/src/features/profile/services/subscription.service.ts,Frontend,2026-05-24,
REL-SUBADMIN-030,SOAR-SERVICE-WEB-PROFILE-SUBSCRIPTION,SOAR-API-PROFILE-SUBSCRIPTION-CHECKOUT,calls,verified_local,Profile subscription service creates checkout intents through profile API.,apps/web/src/features/profile/services/subscription.service.ts,Frontend,2026-05-24,
REL-SUBADMIN-031,SOAR-API-PROFILE-SUBSCRIPTION-GET,SOAR-CONTROLLER-PROFILE-SUBSCRIPTION,routes_to,verified_local,Profile subscription read route is handled by profile subscription controller.,apps/api/src/modules/profile/subscription/subscription.routes.ts,Backend,2026-05-24,
REL-SUBADMIN-032,SOAR-API-PROFILE-SUBSCRIPTION-CHECKOUT,SOAR-CONTROLLER-PROFILE-SUBSCRIPTION,routes_to,verified_local,Profile subscription checkout route is handled by profile subscription controller.,apps/api/src/modules/profile/subscription/subscription.routes.ts,Backend,2026-05-24,
REL-SUBADMIN-033,SOAR-CONTROLLER-PROFILE-SUBSCRIPTION,SOAR-SERVICE-PROFILE-SUBSCRIPTION,calls,verified_local,Profile subscription controller delegates current subscription reads to the profile service.,apps/api/src/modules/profile/subscription/subscription.controller.ts,Backend,2026-05-24,
REL-SUBADMIN-034,SOAR-CONTROLLER-PROFILE-SUBSCRIPTION,SOAR-SERVICE-PAYMENT-CHECKOUT,calls,verified_local,Profile subscription controller delegates checkout intent creation to payment checkout service.,apps/api/src/modules/profile/subscription/subscription.controller.ts,Backend,2026-05-24,
REL-SUBADMIN-035,SOAR-SERVICE-PROFILE-SUBSCRIPTION,SOAR-SERVICE-SUBSCRIPTIONS,uses,verified_local,Profile subscription read service uses subscription catalog and assignment truth.,apps/api/src/modules/profile/subscription/subscription.service.ts,Backend,2026-05-24,
REL-SUBADMIN-036,SOAR-SERVICE-PROFILE-SUBSCRIPTION,SOAR-DB-USER-SUBSCRIPTION,reads,verified_local,Profile subscription service reads active user subscription assignments.,apps/api/src/modules/profile/subscription/subscription.service.ts,Backend,2026-05-24,
REL-SUBADMIN-037,SOAR-SERVICE-SUBSCRIPTIONS,SOAR-DB-SUBSCRIPTION-PLAN,reads_writes,verified_local,Subscriptions service owns plan catalog bootstrap and lookup behavior.,apps/api/src/modules/subscriptions/subscriptions.service.ts,Backend,2026-05-24,
REL-SUBADMIN-038,SOAR-SERVICE-SUBSCRIPTIONS,SOAR-DB-USER-SUBSCRIPTION,reads_writes,verified_local,Subscriptions service owns active user subscription assignment behavior.,apps/api/src/modules/subscriptions/subscriptions.service.ts,Backend,2026-05-24,
REL-SUBADMIN-039,SOAR-SERVICE-SUBSCRIPTION-ENTITLEMENTS,SOAR-DB-SUBSCRIPTION-PLAN,reads,verified_local,Subscription entitlement service evaluates entitlement state from plan definitions.,apps/api/src/modules/subscriptions/subscriptionEntitlements.service.ts,Backend,2026-05-24,
REL-SUBADMIN-040,SOAR-SERVICE-SUBSCRIPTION-ENTITLEMENTS,SOAR-FEATURE-BOT-SETUP,guards,verified_local,Subscription entitlements guard bot creation and update limits.,apps/api/src/modules/bots/bots.subscription-entitlements.e2e.test.ts,Product,2026-05-24,
REL-SUBADMIN-041,SOAR-SERVICE-PAYMENT-CHECKOUT,SOAR-SERVICE-SUBSCRIPTIONS,uses,verified_local,Payment checkout service uses subscription catalog truth for plan checkout intents.,apps/api/src/modules/subscriptions/payments/paymentCheckout.service.ts,Backend,2026-05-24,
REL-SUBADMIN-042,SOAR-SERVICE-PAYMENT-CHECKOUT,SOAR-DB-PAYMENT-INTENT,writes,verified_local,Payment checkout service writes PaymentIntent rows for checkout lifecycle tracking.,apps/api/src/modules/subscriptions/payments/paymentCheckout.service.ts,Backend,2026-05-24,
REL-SUBADMIN-043,SOAR-FEATURE-SUBSCRIPTIONS-ADMIN,SOAR-TEST-SUBSCRIPTIONS-ADMIN-API,verified_by,verified_local,Admin and profile subscription APIs are covered by dedicated e2e tests.,apps/api/src/modules/admin/users/users.e2e.test.ts,QA,2026-05-24,
REL-SUBADMIN-044,SOAR-FEATURE-SUBSCRIPTIONS-ADMIN,SOAR-TEST-SUBSCRIPTIONS-ENTITLEMENTS,verified_by,verified_local,Subscription entitlement rules are covered by service and bot guard tests.,apps/api/src/modules/subscriptions/subscriptionEntitlements.service.test.ts,QA,2026-05-24,
REL-SUBADMIN-045,SOAR-FEATURE-SUBSCRIPTIONS-ADMIN,SOAR-TEST-SUBSCRIPTIONS-ADMIN-WEB,verified_by,verified_local,Admin and profile subscription UI is covered by Web component tests.,apps/web/src/features/admin/subscriptions/pages/AdminSubscriptionsPage.test.tsx,QA,2026-05-24,
REL-SUBADMIN-046,SOAR-FEATURE-SUBSCRIPTIONS-ADMIN,SOAR-DOC-API-ADMIN,documented_by,verified_local,Admin API behavior is documented by the API admin module deep-dive.,docs/modules/api-admin.md,Documentation,2026-05-24,
REL-SUBADMIN-047,SOAR-FEATURE-SUBSCRIPTIONS-ADMIN,SOAR-DOC-API-SUBSCRIPTIONS,documented_by,verified_local,Subscription behavior is documented by the API subscriptions module deep-dive.,docs/modules/api-subscriptions.md,Documentation,2026-05-24,
REL-SUBADMIN-048,SOAR-FEATURE-SUBSCRIPTIONS-ADMIN,SOAR-DOC-WEB-ADMIN,documented_by,verified_local,Admin Web behavior is documented by the Web admin module deep-dive.,docs/modules/web-admin.md,Documentation,2026-05-24,
REL-SUBADMIN-049,SOAR-TEST-SUBSCRIPTIONS-ADMIN-API,SOAR-SERVICE-ADMIN-USERS,verifies,verified_local,Admin users e2e tests verify role and subscription assignment guard behavior.,apps/api/src/modules/admin/users/users.e2e.test.ts,QA,2026-05-24,
REL-SUBADMIN-050,SOAR-TEST-SUBSCRIPTIONS-ADMIN-WEB,SOAR-COMP-ADMIN-SUBSCRIPTIONS-PAGE,verifies,verified_local,Admin Web tests verify subscription plan management rendering and mutation states.,apps/web/src/features/admin/subscriptions/pages/AdminSubscriptionsPage.test.tsx,QA,2026-05-24,
REL-AIASSIST-001,SOAR-FEATURE-AI-ASSISTANT-FOUNDATION,SOAR-PAGE-BOT-ASSISTANT,has_entrypoint,verified_local,AI Assistant foundation exposes canonical bot assistant routes.,apps/web/src/app/dashboard/bots/[id]/assistant/page.tsx,Frontend,2026-05-24,
REL-AIASSIST-002,SOAR-PAGE-BOT-ASSISTANT,SOAR-COMP-BOTS-MANAGEMENT,renders,verified_local,Bot assistant routes render BotsManagement in assistant-focused mode.,apps/web/src/app/dashboard/bots/[id]/assistant/page.tsx,Frontend,2026-05-24,
REL-AIASSIST-003,SOAR-COMP-BOTS-MANAGEMENT,SOAR-COMP-BOTS-ASSISTANT-TAB,renders,verified_local,BotsManagement renders the assistant tab for bot-specific assistant configuration.,apps/web/src/features/bots/components/BotsManagement.tsx,Frontend,2026-05-24,
REL-AIASSIST-004,SOAR-COMP-BOTS-ASSISTANT-TAB,SOAR-HOOK-BOTS-ASSISTANT-CONTROLLER,uses,verified_local,BotsAssistantTab uses the controller hook for state mutation and dry-run behavior.,apps/web/src/features/bots/components/BotsAssistantTab.tsx,Frontend,2026-05-24,
REL-AIASSIST-005,SOAR-HOOK-BOTS-ASSISTANT-CONTROLLER,SOAR-SERVICE-WEB-BOTS-API,calls,verified_local,Assistant controller hook calls the shared bot Web API service.,apps/web/src/features/bots/hooks/useBotsAssistantController.ts,Frontend,2026-05-24,
REL-AIASSIST-006,SOAR-SERVICE-WEB-BOTS-API,SOAR-API-BOT-ASSISTANT-CONFIG-GET,calls,verified_local,Web bot service reads assistant config through the assistant config API.,apps/web/src/features/bots/services/bots.service.ts,Frontend,2026-05-24,
REL-AIASSIST-007,SOAR-SERVICE-WEB-BOTS-API,SOAR-API-BOT-ASSISTANT-CONFIG-UPSERT,calls,verified_local,Web bot service saves assistant config through the assistant config API.,apps/web/src/features/bots/services/bots.service.ts,Frontend,2026-05-24,
REL-AIASSIST-008,SOAR-SERVICE-WEB-BOTS-API,SOAR-API-BOT-SUBAGENT-UPSERT,calls,verified_local,Web bot service upserts assistant subagents through the subagent API.,apps/web/src/features/bots/services/bots.service.ts,Frontend,2026-05-24,
REL-AIASSIST-009,SOAR-SERVICE-WEB-BOTS-API,SOAR-API-BOT-SUBAGENT-DELETE,calls,verified_local,Web bot service deletes assistant subagent slots through the subagent API.,apps/web/src/features/bots/services/bots.service.ts,Frontend,2026-05-24,
REL-AIASSIST-010,SOAR-SERVICE-WEB-BOTS-API,SOAR-API-BOT-ASSISTANT-DRY-RUN,calls,verified_local,Web bot service triggers assistant dry-runs through the dry-run API.,apps/web/src/features/bots/services/bots.service.ts,Frontend,2026-05-24,
REL-AIASSIST-011,SOAR-API-BOT-ASSISTANT-CONFIG-GET,SOAR-CONTROLLER-BOTS,routes_to,verified_local,Assistant config read route is handled by the bots controller.,apps/api/src/modules/bots/bots.routes.ts,Backend,2026-05-24,
REL-AIASSIST-012,SOAR-API-BOT-ASSISTANT-CONFIG-UPSERT,SOAR-CONTROLLER-BOTS,routes_to,verified_local,Assistant config upsert route is handled by the bots controller.,apps/api/src/modules/bots/bots.routes.ts,Backend,2026-05-24,
REL-AIASSIST-013,SOAR-API-BOT-SUBAGENT-UPSERT,SOAR-CONTROLLER-BOTS,routes_to,verified_local,Assistant subagent upsert route is handled by the bots controller.,apps/api/src/modules/bots/bots.routes.ts,Backend,2026-05-24,
REL-AIASSIST-014,SOAR-API-BOT-SUBAGENT-DELETE,SOAR-CONTROLLER-BOTS,routes_to,verified_local,Assistant subagent delete route is handled by the bots controller.,apps/api/src/modules/bots/bots.routes.ts,Backend,2026-05-24,
REL-AIASSIST-015,SOAR-API-BOT-ASSISTANT-DRY-RUN,SOAR-CONTROLLER-BOTS,routes_to,verified_local,Assistant dry-run route is handled by the bots controller.,apps/api/src/modules/bots/bots.routes.ts,Backend,2026-05-24,
REL-AIASSIST-016,SOAR-CONTROLLER-BOTS,SOAR-TYPES-BOTS,validates_with,verified_local,Bots controller validates assistant config subagent and dry-run payloads with bot schemas.,apps/api/src/modules/bots/bots.types.ts,Backend,2026-05-24,
REL-AIASSIST-017,SOAR-CONTROLLER-BOTS,SOAR-SERVICE-BOT-ASSISTANT,calls,verified_local,Bots controller delegates assistant config and dry-run behavior to BotAssistantService.,apps/api/src/modules/bots/bots.controller.ts,Backend,2026-05-24,
REL-AIASSIST-018,SOAR-SERVICE-BOT-ASSISTANT,SOAR-DB-BOT-ASSISTANT-CONFIG,reads_writes,verified_local,BotAssistantService owns BotAssistantConfig persistence.,apps/api/src/modules/bots/botAssistant.service.ts,Backend,2026-05-24,
REL-AIASSIST-019,SOAR-SERVICE-BOT-ASSISTANT,SOAR-DB-BOT-SUBAGENT-CONFIG,reads_writes,verified_local,BotAssistantService owns BotSubagentConfig slot persistence.,apps/api/src/modules/bots/botAssistant.service.ts,Backend,2026-05-24,
REL-AIASSIST-020,SOAR-SERVICE-BOT-ASSISTANT,SOAR-DB-BOT,reads,verified_local,BotAssistantService scopes assistant configuration by owner-owned bot records.,apps/api/src/modules/bots/botAssistant.service.ts,Backend,2026-05-24,
REL-AIASSIST-021,SOAR-SERVICE-BOT-ASSISTANT,SOAR-SERVICE-ASSISTANT-ORCHESTRATOR,calls,verified_local,BotAssistantService delegates dry-run generation to the assistant orchestrator.,apps/api/src/modules/bots/botAssistant.service.ts,Backend,2026-05-24,
REL-AIASSIST-022,SOAR-API-BOT-ASSISTANT-DRY-RUN,SOAR-SERVICE-ASSISTANT-ORCHESTRATOR,calls,verified_local,Assistant dry-run API reaches orchestrator logic through BotAssistantService.,apps/api/src/modules/bots/botAssistant.service.ts,Backend,2026-05-24,
REL-AIASSIST-023,SOAR-SERVICE-ASSISTANT-ORCHESTRATOR,SOAR-DOC-ASSISTANT-RUNTIME-CONTRACT,implements_contract,verified_local,Assistant orchestrator is mapped to the assistant runtime contract documentation.,docs/architecture/reference/assistant-runtime-contract.md,Architecture,2026-05-24,
REL-AIASSIST-024,SOAR-FEATURE-AI-ASSISTANT-FOUNDATION,SOAR-FEATURE-BOT-SETUP,extends,verified_local,AI Assistant foundation extends bot setup and management with assistant configuration.,docs/product/ai-integration.md,Product,2026-05-24,
REL-AIASSIST-025,SOAR-FEATURE-AI-ASSISTANT-FOUNDATION,SOAR-TEST-AI-ASSISTANT-API,verified_by,verified_local,AI Assistant backend routes and service behavior are covered by bot orchestration e2e tests.,apps/api/src/modules/bots/bots.orchestration.e2e.test.ts,QA,2026-05-24,
REL-AIASSIST-026,SOAR-FEATURE-AI-ASSISTANT-FOUNDATION,SOAR-TEST-AI-ASSISTANT-ORCHESTRATOR,verified_by,verified_local,Assistant orchestrator behavior is covered by unit parity and protocol tests.,apps/api/src/modules/engine/assistantOrchestrator.service.test.ts,QA,2026-05-24,
REL-AIASSIST-027,SOAR-FEATURE-AI-ASSISTANT-FOUNDATION,SOAR-TEST-AI-ASSISTANT-WEB,verified_by,verified_local,Assistant frontend routes and components are covered by Web tests.,apps/web/src/app/dashboard/bots/[id]/assistant/page.test.tsx,QA,2026-05-24,
REL-AIASSIST-028,SOAR-FEATURE-AI-ASSISTANT-FOUNDATION,SOAR-TEST-AI-PROTOCOL-HARNESS,verified_by,verified_local,AI Assistant foundation is covered by protocol-harness scenario evidence.,AI_TESTING_PROTOCOL.md,QA,2026-05-24,
REL-AIASSIST-029,SOAR-FEATURE-AI-ASSISTANT-FOUNDATION,SOAR-DOC-ASSISTANT-RUNTIME,documented_by,verified_local,Assistant runtime architecture documents the current runtime foundation.,docs/architecture/11_assistant-runtime.md,Documentation,2026-05-24,
REL-AIASSIST-030,SOAR-FEATURE-AI-ASSISTANT-FOUNDATION,SOAR-DOC-AI-INTEGRATION,documented_by,verified_local,Product AI integration documentation describes the assistant foundation scope.,docs/product/ai-integration.md,Documentation,2026-05-24,
REL-AIASSIST-031,SOAR-TEST-AI-ASSISTANT-API,SOAR-SERVICE-BOT-ASSISTANT,verifies,verified_local,Bot orchestration API tests verify assistant config persistence and dry-run boundaries.,apps/api/src/modules/bots/bots.orchestration.e2e.test.ts,QA,2026-05-24,
REL-AIASSIST-032,SOAR-TEST-AI-ASSISTANT-ORCHESTRATOR,SOAR-SERVICE-ASSISTANT-ORCHESTRATOR,verifies,verified_local,Assistant orchestrator tests verify deterministic orchestration protocol behavior.,apps/api/src/modules/engine/assistantOrchestrator.protocol.test.ts,QA,2026-05-24,
REL-AIASSIST-033,SOAR-TEST-AI-ASSISTANT-WEB,SOAR-COMP-BOTS-ASSISTANT-TAB,verifies,verified_local,Assistant Web tests verify route and assistant-tab behavior.,apps/web/src/app/dashboard/bots/assistant/page.test.tsx,QA,2026-05-24,
REL-AIASSIST-034,SOAR-AGENT-AI-RED-TEAM,SOAR-DOC-AI-TESTING-PROTOCOL,enforces,verified_local,AI red-team agent follows the AI testing protocol for injection leakage and authority checks.,.codex/agents/ai-red-team-agent.md,AI Governance,2026-05-24,
REL-AIASSIST-035,SOAR-PROMPT-AI-RED-TEAM,SOAR-AGENT-AI-RED-TEAM,drives,verified_local,AI red-team prompt drives the dedicated red-team agent workflow.,.codex/agents/ai-red-team-agent.md,AI Governance,2026-05-24,
REL-AIASSIST-036,SOAR-FEATURE-AI-ASSISTANT-FOUNDATION,SOAR-AGENT-AI-RED-TEAM,governed_by,verified_local,AI Assistant foundation is governed by red-team review before higher-risk runtime expansion.,AI_TESTING_PROTOCOL.md,AI Governance,2026-05-24,
REL-OPSCFG-001,SOAR-FEATURE-OPS-CONFIG-PIPELINE,SOAR-CONFIG-ROOT-PACKAGE,has_source,verified_local,Operations config and pipeline mapping starts from the root package manifest.,package.json,Operations,2026-05-24,
REL-OPSCFG-002,SOAR-CONFIG-ROOT-PACKAGE,SOAR-CONFIG-PNPM-WORKSPACE,uses,verified_local,Root scripts operate over the pnpm workspace package boundary.,pnpm-workspace.yaml,Tooling,2026-05-24,
REL-OPSCFG-003,SOAR-CONFIG-PNPM-WORKSPACE,SOAR-CONFIG-API-PACKAGE,includes,verified_local,pnpm workspace includes the API package manifest.,apps/api/package.json,Tooling,2026-05-24,
REL-OPSCFG-004,SOAR-CONFIG-PNPM-WORKSPACE,SOAR-CONFIG-WEB-PACKAGE,includes,verified_local,pnpm workspace includes the Web package manifest.,apps/web/package.json,Tooling,2026-05-24,
REL-OPSCFG-005,SOAR-CONFIG-PNPM-WORKSPACE,SOAR-CONFIG-MOBILE-PACKAGE,includes,verified_local,pnpm workspace includes the mobile scaffold package manifest.,apps/mobile/package.json,Tooling,2026-05-24,
REL-OPSCFG-006,SOAR-CONFIG-PNPM-WORKSPACE,SOAR-CONFIG-SHARED-PACKAGE,includes,verified_local,pnpm workspace includes the shared library package manifest.,libs/shared/package.json,Tooling,2026-05-24,
REL-OPSCFG-007,SOAR-CONFIG-ROOT-PACKAGE,SOAR-TEST-GUARDRAILS,defines_command,verified_local,Root package manifest exposes the repository guardrails command used by graph validation.,package.json,Tooling,2026-05-24,
REL-OPSCFG-008,SOAR-TEST-GUARDRAILS,SOAR-CONFIG-API-PACKAGE,checks,verified_local,Repository guardrails protect API source-file and runtime package boundaries.,scripts/repoGuardrails.mjs,QA,2026-05-24,
REL-OPSCFG-009,SOAR-TEST-GUARDRAILS,SOAR-CONFIG-WEB-PACKAGE,checks,verified_local,Repository guardrails protect Web source-file and copy boundaries.,scripts/repoGuardrails.mjs,QA,2026-05-24,
REL-OPSCFG-010,SOAR-TEST-GUARDRAILS,SOAR-CONFIG-LOCAL-COMPOSE,checks,verified_local,Repository guardrails include environment and local runtime safety checks around tracked config files.,scripts/repoGuardrails.mjs,QA,2026-05-24,
REL-OPSCFG-011,SOAR-TEST-GUARDRAILS,SOAR-CONFIG-VPS-COMPOSE,checks,verified_local,Repository guardrails include deployment/runtime Docker and env file safety policy.,scripts/repoGuardrails.mjs,QA,2026-05-24,
REL-OPSCFG-012,SOAR-CONFIG-LOCAL-COMPOSE,SOAR-CONFIG-VPS-COMPOSE,parallels,verified_local,Local and VPS compose files represent related but environment-specific runtime topology.,docker-compose.yml,Operations,2026-05-24,
REL-OPSCFG-013,SOAR-PIPELINE-GITHUB-CI,SOAR-CONFIG-ROOT-PACKAGE,executes,verified_local,GitHub CI workflow depends on root package scripts and workspace install behavior.,.github/workflows/ci.yml,CI,2026-05-24,
REL-OPSCFG-014,SOAR-PIPELINE-GITHUB-CI,SOAR-CONFIG-PNPM-WORKSPACE,executes,verified_local,GitHub CI workflow operates on the pnpm workspace shape.,.github/workflows/ci.yml,CI,2026-05-24,
